Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Precipitation,Visibility,Cloud Cover,month,year,season,is_festival,is_extreme_heat,temp_anomaly,is_synthetic
21.17,18.67,85.81,20.43,8.1,0,3.1,55,1,2020,0,0,0,-3.65,0
25.83,16.61,57.29,28.44,10.4,0,5.4,51.3,1,2020,0,0,0,1.01,0
25.89,15.67,56.03,28.72,5.9,0,4.6,30.4,1,2020,0,0,0,1.07,0
27.78,13.22,40.63,28.72,3.3,0,6.2,18.2,1,2020,0,0,0,2.96,0
23.83,16.28,63.79,25.04,4.8,0,4.6,11.6,1,2020,0,0,0,-0.99,0
28.5,14,41.21,29.56,2.3,0,5.4,20.9,1,2020,0,0,0,3.68,0
26.06,13.39,47.44,28.28,9.4,0,5,13.8,1,2020,0,0,0,1.24,0
23.22,12.78,53.83,26.67,10.4,0,4.6,33,1,2020,0,0,0,-1.6,0
26.72,11.33,38.51,27.39,9.2,0,5.5,3.3,1,2020,0,0,0,1.9,0
19.11,16.94,87.33,18.92,7.9,0,2.2,60.9,1,2020,0,0,0,-5.71,0
25.5,13.56,48.33,27.22,11.4,0,4.9,49.9,1,2020,0,0,0,0.68,0
24.83,14.56,55.85,28.11,3.5,0,4,37.5,1,2020,0,0,0,0.01,0
27.56,9.56,32.42,27.33,4.6,0,5,28.2,1,2020,0,0,0,2.74,0
22.33,16.33,71.28,23.57,2.2,0,3.9,34.4,1,2020,0,1,0,-2.49,0
28.11,10.56,33.83,27.94,5.7,0,5,14.2,1,2020,0,1,0,3.29,0
24.61,10,43.2,27.06,7,0,5.1,19.2,1,2020,0,0,0,-0.21,0
23.06,15.06,62.74,26.89,4.8,0,2.7,25.8,1,2020,0,0,0,-1.76,0
27.67,11.56,36.77,28.06,3.3,0,5,14.8,1,2020,0,0,0,2.85,0
20.5,16.67,78.86,21.56,4.8,0,4,18.9,1,2020,0,0,0,-4.32,0
27.44,11.61,38.5,28.72,4.9,0,4.4,11.8,1,2020,0,0,0,2.62,0
24.78,18.44,68.91,27.44,11.5,0,5.2,46.5,1,2020,0,0,0,-0.04,0
23.83,19.5,77.05,24.35,9.3,0,6.2,64.8,1,2020,0,0,0,-0.99,0
24.22,17.22,65.66,25.28,9.2,0,5,55,1,2020,0,0,0,-0.6,0
27.89,16.06,48.94,29.33,6.9,0,6,50,1,2020,0,0,0,3.07,0
26.94,13.83,46.95,29.11,7,0,5,17.9,1,2020,0,0,0,2.12,0
25.28,11.72,43.99,27.94,10.3,0,4.6,6.7,1,2020,0,0,0,0.46,0
28.56,7.28,26.34,27.89,7.1,0,5.9,0,1,2020,0,0,0,3.74,0
19.61,16.06,79.95,21.11,9.1,0,4.3,29.8,1,2020,0,0,0,-5.21,0
27.17,14.61,46.99,29.06,11.5,0,5.4,6.6,1,2020,0,0,0,2.35,0
26.17,16.22,55.6,29.28,11.4,0,5,26.7,1,2020,0,0,0,1.35,0
27.89,14.22,43.27,29,9.2,0,5.6,29.7,1,2020,0,0,0,3.07,0
22.5,14.06,63.09,24.38,8.2,0,3.7,13,1,2020,0,0,0,-2.32,0
29.17,2.17,18.23,28.22,8.2,0,6,0,1,2020,0,0,0,4.35,0
27.11,2.89,23.2,28.11,6.9,0,4.9,25.3,1,2020,0,0,0,2.29,0
26.17,9.44,37.65,29.06,5.8,0,4.2,22.5,1,2020,0,0,0,1.35,0
30.94,1.67,15.44,29.72,3.5,0,5.6,16.5,1,2020,0,0,0,6.12,0
23,13.56,55.49,24.94,3.3,0,4.6,7.3,1,2020,0,0,0,-1.82,0
29.17,11.22,33.64,29.78,8.2,0,5.3,0,1,2020,0,0,0,4.35,0
26.33,15.56,55.56,29.72,8.1,0,3.9,38.5,1,2020,0,0,0,1.51,0
29.78,10.39,30.05,28.72,3.6,0,5,23.1,1,2020,0,0,0,4.96,0
25,16.28,59.01,27.56,2.4,0,4,12,1,2020,0,0,0,0.18,0
30.11,14,37.71,30.83,4.7,0,4.5,38.7,1,2020,0,0,0,5.29,0
29.11,12.78,38.55,31.33,2.4,0,4.7,23.7,1,2020,0,0,0,4.29,0
27.11,15.06,48.87,30.17,4.8,0,4.7,15.3,1,2020,0,0,0,2.29,0
30.83,12.33,32.27,30.33,6.8,0,5.3,33.1,1,2020,0,0,0,6.01,0
20.89,17.39,80.36,21.41,7.2,0,1.9,50,2,2020,0,0,0,-6.31,0
27.83,13.89,43.17,29,9.4,0,4.7,40.1,2,2020,0,0,0,0.63,0
24.83,14.67,54.89,28,10.3,0,4.7,37.8,2,2020,0,0,0,-2.37,0
27,10.44,35.42,26.72,9.2,0,5.6,40,2,2020,0,0,0,-0.2,0
23,12.83,54.95,24.96,8.1,0,4.2,23.1,2,2020,0,0,0,-4.2,0
29,8.72,28.49,28.61,11.3,0,5,12.6,2,2020,0,0,0,1.8,0
26.33,11.28,40.95,28.33,10.1,0,5.5,30.3,2,2020,0,0,0,-0.87,0
24.33,16.28,62.64,27.39,6.9,0,4.4,47.8,2,2020,0,0,0,-2.87,0
29.11,10.22,31.25,29.11,3.5,0,5.6,49.4,2,2020,0,0,0,1.91,0
22.44,16.56,69.15,23.85,0.3,0,2.2,18.8,2,2020,0,0,0,-4.76,0
28.67,14.83,43.9,29.83,4.7,0,4.5,45.9,2,2020,0,0,0,1.47,0
25.44,15.89,58.23,29.56,7.1,0,3.4,51.1,2,2020,0,0,0,-1.76,0
29,12.61,36.84,28.72,2.3,0,5,50,2,2020,0,0,0,1.8,0
24.06,17.67,68.75,27.72,3.6,0,4,34.3,2,2020,0,0,0,-3.14,0
29.44,12.67,35.72,29.17,5.9,0,5.2,39,2,2020,0,0,0,2.24,0
26.44,14.72,50.99,28.5,7,0,4.7,43.2,2,2020,0,0,0,-0.76,0
25,16.33,60.16,28.72,9.2,0,3.4,40.3,2,2020,0,0,0,-2.2,0
28.72,12.17,36.05,28.67,9.2,0,4.4,41.2,2,2020,0,0,0,1.52,0
20.56,15.89,74.67,22.4,10.2,0,4,44.6,2,2020,0,0,0,-6.64,0
27.78,11.39,38.01,28.89,11.4,0,4.5,25.8,2,2020,0,0,0,0.58,0
25.5,14.78,52.74,28.17,8.2,0,4.8,41.1,2,2020,0,0,0,-1.7,0
27.11,13.78,44.02,27.28,4.7,0,5,45,2,2020,0,0,0,-0.09,0
24.44,15.61,59.51,27.44,8.1,0,4.8,14.1,2,2020,0,0,0,-2.76,0
30.28,9.11,27.23,29.44,9.2,0,6,3.3,2,2020,0,0,0,3.08,0
28.06,13.61,43.2,29.94,5.8,0,4.7,23,2,2020,0,0,0,0.86,0
26.94,10.94,37.8,28.72,4.7,0,4.2,11.9,2,2020,0,0,0,-0.26,0
31.72,5.83,19.88,30.06,5.9,0,4.7,5,2,2020,0,0,0,4.52,0
23.39,7.11,35.21,25.03,11.5,0,2.8,7,2,2020,0,0,0,-3.81,0
29.72,5.22,21.47,29.11,5.9,0,5.2,3.5,2,2020,0,0,0,2.52,0
27.06,7.17,30.32,29.22,9.2,0,4.9,6.5,2,2020,0,0,0,-0.14,0
30.89,3,17.12,29,5.9,0,6.2,0,2,2020,0,0,0,3.69,0
23.94,10.94,44.95,26.39,9.1,0,4.4,16,2,2020,0,0,0,-3.26,0
30.11,8.22,25.7,29.28,11.5,0,5.2,14,2,2020,0,0,0,2.91,0
27.22,12.28,41.67,29.78,7,0,4.4,25,2,2020,0,0,0,0.02,0
25.22,10.17,42.74,28.28,8,0,3.9,16.6,2,2020,0,0,0,-1.98,0
30.83,2.56,16.54,29.06,4.8,0,5.3,12.5,2,2020,0,0,0,3.63,0
20.61,15.72,73.56,22.6,8.1,0,2.2,7.6,2,2020,0,0,0,-6.59,0
29.11,5.44,24.36,29.11,8.1,0,5.3,0,2,2020,0,0,0,1.91,0
26.67,12.67,45.82,28.89,9.1,0,4.9,19.3,2,2020,0,0,0,-0.53,0
29.5,9.56,29.36,29.11,8.2,0,5.6,23,2,2020,0,0,0,2.3,0
23.33,16.06,65.24,24.65,5.9,0,4.6,55.1,2,2020,0,0,0,-3.87,0
28.78,12.67,37.38,29.11,9.2,0,5.4,31.2,2,2020,0,0,0,1.58,0
26.17,13.5,48.18,28.28,8,0,4.9,54.4,2,2020,0,0,0,-1.03,0
25.61,16,57.81,29.33,6,0,3.9,20.5,2,2020,0,0,0,-1.59,0
31.44,9.17,25.44,30.67,4.7,0,5.6,45.1,2,2020,0,0,0,4.24,0
23.5,18.56,73.97,24.21,2.5,0,2.8,9.4,2,2020,0,0,0,-3.7,0
29.89,14.33,39.93,31,10.3,0,5.2,40.4,2,2020,0,0,0,2.69,0
27.61,14.72,48.22,30.22,7,0,4,45.4,2,2020,0,0,0,0.41,0
30.5,11.61,31.35,29.78,2.5,0,5,50,2,2020,0,0,0,3.3,0
24.39,16.06,61.29,27.33,8.1,0,4.6,38,2,2020,0,0,0,-2.81,0
29,13.94,40.23,29.33,6,0,5.2,53.1,2,2020,0,0,0,1.8,0
28.11,12.39,41.36,29.61,7,0,5.2,31.5,2,2020,0,0,0,0.91,0
26.72,15.83,53.81,30,8.1,0,3.7,32.1,3,2020,3,0,0,-3.13,0
30.28,11.28,31.03,30.06,9.2,0,6.2,42.4,3,2020,3,0,0,0.43,0
23.39,17.94,71.44,24.3,3.4,0,4.3,69.1,3,2020,3,0,0,-6.46,0
27.78,16.56,51.11,29.44,3.5,0,4.1,68.4,3,2020,3,0,0,-2.07,0
27.67,16.72,53.18,30.5,3.5,0,3.8,41.1,3,2020,3,0,0,-2.18,0
31.17,13,33.14,31.44,0.2,0,5,49.9,3,2020,3,0,0,1.32,0
26.11,17.5,60.52,28.44,9.2,0,4.5,56.9,3,2020,3,0,0,-3.74,0
31.06,14.67,37.44,31.78,4.9,0,4.6,55.9,3,2020,3,0,0,1.21,0
29.5,17.11,48.52,33.72,9,0,4.7,36.6,3,2020,3,0,0,-0.35,0
26.94,18.22,59.94,31.17,6.9,0,4.6,47,3,2020,3,0,0,-2.91,0
31.5,16.11,39.66,32.28,4.8,0,5,47.6,3,2020,3,0,0,1.65,0
24.39,20.17,77.19,25.05,6,0,2.5,88.2,3,2020,3,0,0,-5.46,0
28.89,18,52.7,31.33,8.1,0,4.7,52.6,3,2020,3,0,0,-0.96,0
28.28,18.67,57.48,31.22,6,0,4.4,53.8,3,2020,3,0,0,-1.57,0
30.5,16.94,44.25,31.72,7,0,5.6,50,3,2020,3,0,0,0.65,0
26.5,19.39,66.02,29.5,5.9,0,4.2,47.9,3,2020,3,0,0,-3.35,0
31.17,17.78,44.97,33.28,5.1,0,4.6,43.8,3,2020,3,0,0,1.32,0
29.56,16.72,47.57,32.78,10.3,0,5,38.4,3,2020,3,1,0,-0.29,0
28.33,16.94,51.32,30.83,5.9,0,4.2,36.3,3,2020,3,0,0,-1.52,0
31.72,14.33,34.85,32.44,9.2,0,5.6,49.8,3,2020,3,0,0,1.87,0
25.17,18.56,67.2,28.11,3.6,0,4.7,39.5,3,2020,3,0,0,-4.68,0
31.06,14.33,37.48,32.44,5.9,0,5.9,37.4,3,2020,3,0,0,1.21,0
30,11.44,34.05,30.67,11.4,0,5.5,18.4,3,2020,3,0,0,0.15,0
30.17,9.5,27.82,30.83,5.9,0,6.2,32.4,3,2020,3,0,0,0.32,0
27.61,12.28,41.6,28.83,5.8,0,4.8,2.4,3,2020,3,0,0,-2.24,0
32.28,7.67,22.17,31.11,4.8,0,6,0,3,2020,3,0,0,2.43,0
30.61,12.56,36.02,32.39,7.1,0,5.2,17.6,3,2020,3,0,0,0.76,0
28.28,13.89,43.45,30.5,7.1,0,5.6,17.7,3,2020,3,0,0,-1.57,0
32.61,10,25.37,31.83,4.7,0,5.3,27.8,3,2020,3,0,0,2.76,0
25.78,16.67,57.29,27.61,11.5,0,4.9,18.1,3,2020,3,0,0,-4.07,0
31,9.33,27.29,30.89,11.7,0,6.1,26.6,3,2020,3,0,0,1.15,0
30.67,8.67,27.27,31.61,9.3,0,5.6,8,3,2020,3,0,0,0.82,0
32.39,7.06,20.74,31.11,5.8,0,6.2,26.2,3,2020,3,0,0,2.54,0
28.56,15.22,45.27,30.28,4.7,0,3.7,7.9,3,2020,3,0,0,-1.29,0
32.94,9.67,24.2,32.22,7,0,5.4,30.7,3,2020,3,0,0,3.09,0
28.67,18.89,57.59,33.89,8.2,0.08,4.3,52.6,3,2020,3,0,0,-1.18,0
29.56,14.67,42.64,31.83,3.6,0,4.9,16.1,3,2020,3,0,0,-0.29,0
33.06,9.83,24.22,32.83,3.4,0,6.2,38.2,3,2020,3,0,0,3.21,0
26.5,15.61,51.22,27.61,5.9,0,4.7,22.7,3,2020,3,0,0,-3.35,0
31.72,12.44,31.2,32.17,6,0,5.3,34.2,3,2020,3,0,0,1.87,0
30.22,19.28,53.55,33.94,8,0,3.9,41.9,3,2020,3,0,0,0.37,0
26.56,19.56,68.79,32.22,3.6,0,4.3,74.4,3,2020,3,0,0,-3.29,0
27.83,17.33,56.71,31.67,5.8,0,4.4,7.5,3,2020,3,0,0,-2.02,0
33.33,11.17,26.12,32.83,9.1,0,5.2,45.7,3,2020,3,0,0,3.48,0
30.22,13.17,37.46,31.39,7,0,5.1,37,3,2020,3,1,0,0.37,0
29.28,14.72,43.7,31.44,9.5,0,4.7,20.3,3,2020,3,0,0,-0.57,0
32.83,9.78,24.29,32.17,10.5,0,5.6,35.5,3,2020,3,0,0,2.98,0
25.28,16.56,59.17,27.39,3.4,0,2.5,27.9,3,2020,3,0,0,-4.57,0
31.39,7.67,24.02,31.06,9.2,0,5.6,24.3,3,2020,3,0,0,1.54,0
30.28,8,29.05,31.56,9.3,0,5.3,3.9,3,2020,3,0,0,0.43,0
33,-2.06,10.44,31.44,11.4,0,6.2,0,3,2020,3,0,0,3.15,0
29.11,12,35.52,29.61,5.9,0,4.8,11.3,3,2020,3,0,0,-0.74,0
34.06,6.67,18.46,32.83,11.4,0,6.2,24.7,3,2020,3,0,0,4.21,0
32.22,9.61,27.95,32.61,13.7,0,5.7,3.3,3,2020,3,0,0,2.37,0
30.56,9.78,29.06,31.89,10.6,0,5.2,6.1,3,2020,3,0,0,0.71,0
33.78,4.89,16.57,32.83,9.3,0,6.2,29.9,3,2020,3,0,0,3.93,0
28.89,8.22,27.67,29.17,9.3,0,5,5,4,2020,3,0,0,-2.12,0
34,4.78,16.33,32.72,10.3,0,5.9,5,4,2020,3,0,0,2.99,0
32.06,11.83,29.97,33.56,9.2,0,5.1,13.3,4,2020,3,1,0,1.05,0
34,8.56,20.93,33.17,8.2,0,5.6,38,4,2020,3,1,0,2.99,0
29.61,17.5,49.27,31.39,5.8,0,4.8,32.7,4,2020,3,0,0,-1.4,0
34,10.56,23.94,33.39,11.4,0,5.4,26,4,2020,3,0,0,2.99,0
32,11.72,33.17,33,9.2,0,5.4,13.6,4,2020,3,0,0,0.99,0
30.11,18.44,51.23,34.39,5.8,0,4.8,34.6,4,2020,3,0,0,-0.9,0
34.28,11.78,25.9,34.22,9,0,5.6,45.4,4,2020,3,0,0,3.27,0
27.67,18.72,58.48,30.17,4.8,0,4.6,28.1,4,2020,3,0,0,-3.34,0
33,16.94,39.06,36.06,6.7,0,4.6,50.7,4,2020,3,0,1,1.99,0
27.67,19.67,62.52,32.39,6.9,0,5.1,59.6,4,2020,3,0,0,-3.34,0
28.67,17.94,52.3,29.83,11.4,0,5.6,69.9,4,2020,3,0,0,-2.34,0
27.94,18.11,55.98,31.17,2.3,0,5,32.5,4,2020,3,0,0,-3.07,0
32.44,15.83,37.14,33.33,5.7,0,5.2,50.4,4,2020,3,0,0,1.43,0
30.39,19.44,53.39,33.94,5.7,0,5.1,47.9,4,2020,3,0,0,-0.62,0
26.33,16.83,57.33,29.33,5.8,0,4.9,63.1,4,2020,3,0,0,-4.68,0
30.28,15.83,41.83,31.78,4.8,0,5.6,43.1,4,2020,3,0,0,-0.73,0
25.11,19.83,72.43,26.11,4.8,0,4.4,37.5,4,2020,3,0,0,-5.9,0
30.22,15.89,42.8,31.83,9.2,0,5.2,29.6,4,2020,3,0,0,-0.79,0
30.83,13.22,36.49,31.89,9.3,0,5.3,18.6,4,2020,3,0,0,-0.18,0
32.78,6.78,20.06,32.17,7,0,6.2,45.8,4,2020,3,0,0,1.77,0
29.61,13.5,39.3,29.72,4.7,0,5,4.3,4,2020,3,0,0,-1.4,0
33.83,5,17.03,32.61,11.4,0,5.6,0,4,2020,3,0,0,2.82,0
32.5,5.17,20.03,32.44,13.9,0,5.7,7.3,4,2020,3,0,0,1.49,0
30.17,14.89,41.99,31.39,6,0,5.3,17.6,4,2020,3,0,0,-0.84,0
33.83,8.78,22.03,32.83,7.1,0,6.2,24.6,4,2020,3,0,0,2.82,0
27.39,20.22,65.55,30.61,2.4,0,4.4,17.9,4,2020,3,0,0,-3.62,0
32.94,11.17,27.96,33,9.2,0,5.6,26.4,4,2020,3,0,0,1.93,0
30.78,18.67,52.19,34.89,11.3,0,3.9,39.1,4,2020,3,0,0,-0.23,0
34.56,11.5,24.73,35.28,7.2,0,5,49.4,4,2020,3,0,1,3.55,0
28.5,21,64.44,32.44,9.1,0,4.7,57.4,4,2020,3,0,0,-2.51,0
33.17,14.17,32.48,34.22,9.2,0,4.8,53.3,4,2020,3,0,0,2.16,0
31.61,16.22,42.4,33.89,9.4,0,5,41.3,4,2020,3,0,0,0.6,0
30.22,16.5,45.42,32.83,11.3,0,4.8,20.9,4,2020,3,0,0,-0.79,0
33.94,8.11,20.46,33.33,13.7,0,6.2,33.9,4,2020,3,0,0,2.93,0
27,20.28,66.99,29.56,5.9,0,5,54.4,4,2020,3,0,0,-4.01,0
32.67,12.11,29.95,33.39,5.9,0,5.6,30.1,4,2020,3,0,0,1.66,0
31.44,18.83,48.91,35,9,0,4.8,41.9,4,2020,3,0,0,0.43,0
33.67,13.61,29.77,34.61,2.5,0,5.6,54.6,4,2020,3,0,0,2.66,0
29.22,18.78,54.51,32.83,10.3,0,5.6,33.7,4,2020,3,0,0,-1.79,0
34.17,16,34.2,36.11,5.8,0,5.4,50,4,2020,3,0,1,3.16,0
27.06,19.72,67.71,33.28,9.2,0.9,4.5,63.9,4,2020,3,0,0,-3.95,0
28.67,21.67,66.55,35.67,6.9,0,2.8,61.6,4,2020,3,0,1,-2.34,0
28.5,17.56,51.73,30.78,4.7,0,2.7,67.4,4,2020,3,0,0,-2.51,0
27.61,19.94,63.22,30.67,4.8,0,5,61.1,4,2020,3,0,0,-3.4,0
29.78,19.89,56.04,33.17,14.1,0,5,53.1,4,2020,3,0,0,-1.23,0
29.33,21,62.45,35.11,5.8,0.12,4.7,59.3,4,2020,3,0,1,-1.68,0
32,19.17,46.8,34.39,0.4,0,5,50.1,4,2020,3,0,0,0.99,0
29.5,21.83,63.88,34.39,4.7,0,4.8,28.5,4,2020,3,0,0,-1.51,0
31.89,19,47.25,35.94,5.9,0,4.2,58.3,4,2020,3,0,1,0.88,0
24.33,20.11,78.92,28.78,9.1,0.04,2.9,73.8,4,2020,3,0,0,-6.68,0
29.17,19,55.46,32.78,6.8,0,4.4,32.3,4,2020,3,0,0,-1.84,0
32.11,15.72,37.41,33.89,2.5,0,5.6,45.4,4,2020,3,0,0,1.1,0
27.5,20.56,66.03,31.22,2.4,0,5,15,5,2020,3,0,0,-1.9,0
32.39,18.11,43.21,34.39,4.7,0,5.3,39.8,5,2020,3,0,0,2.99,0
30.67,20.06,53.98,35.11,11.2,0,5,27.1,5,2020,3,0,1,1.27,0
30.39,18.67,49.58,32.33,0.1,0,3.2,64.9,5,2020,3,0,0,0.99,0
29.67,21.11,60.49,33.56,3.4,0,5,27.1,5,2020,3,0,0,0.27,0
32.83,17.61,40.73,35.5,5.8,0,4.6,51.8,5,2020,3,0,1,3.43,0
32.17,17.39,43.24,34.61,6,0,5.2,34,5,2020,3,0,0,2.77,0
31.89,18.78,47.1,34.94,5.8,0,5,22.2,5,2020,3,0,0,2.49,0
33.67,16.89,36.9,35.5,3.4,0,5.6,49.6,5,2020,3,0,1,4.27,0
28.17,20.28,62.59,30.67,4.8,0,5,17.4,5,2020,3,0,0,-1.23,0
31.89,18.67,45.86,34.5,4.7,0,4.8,47,5,2020,3,0,0,2.49,0
29.61,21.67,63.02,35.28,6.9,0,4.7,50.8,5,2020,3,0,1,0.21,0
31.94,17.72,42.7,33.83,5,0,3.1,69.8,5,2020,3,0,0,2.54,0
28.22,21.28,66.52,32.39,6.9,0,5,59.7,5,2020,3,0,0,-1.18,0
32.11,18.83,45.6,35.56,4.6,0,5.4,44.1,5,2020,3,0,1,2.71,0
32.5,17,42.1,34.67,9.2,0,5.3,32.6,5,2020,3,0,0,3.1,0
31,18.33,49.55,33.44,7,0,5,24.3,5,2020,3,0,0,1.6,0
34.33,10.61,23.69,33.94,9.3,0,5.9,40.4,5,2020,3,0,0,4.93,0
27,20.89,69.27,30.06,3.4,0,5,43,5,2020,3,0,0,-2.4,0
32.11,15.17,36.93,33.56,5.7,0,5.8,50.3,5,2020,3,0,0,2.71,0
30.72,16.67,46.3,32.83,9.3,0,5.5,39.3,5,2020,3,0,0,1.32,0
32.06,11.11,27.8,31.83,7.1,0,6.2,52.9,5,2020,3,0,0,2.66,0
28.5,19.72,59.58,31.78,4.7,0,5,40.6,5,2020,3,0,0,-0.9,0
32.56,17.61,41.03,34.44,4.6,0,5,52.8,5,2020,3,0,0,3.16,0
31.72,18.33,46.56,35.44,9,0,5.4,41.6,5,2020,3,0,1,2.32,0
30.94,18.22,50.03,33.94,9,0,5.4,43.9,5,2020,3,0,0,1.54,0
34.06,11.67,25.81,33.56,5.3,0,6.2,62.3,5,2020,3,0,0,4.66,0
26.78,21.44,72.55,30.56,5.9,0,5,45.5,5,2020,3,0,0,-2.62,0
31.72,18.83,46.93,34.44,6,0,4.2,58.9,5,2020,3,0,0,2.32,0
32.11,19.72,49.01,37.06,6.7,0,5.7,42.6,5,2020,3,0,1,2.71,0
33.17,17.78,40.11,34.94,6,0,6.2,64.9,5,2020,3,0,0,3.77,0
26.11,21.56,76.49,29.94,15.1,0,4.9,69.5,5,2020,3,0,0,-3.29,0
30.5,19.67,52.46,34.67,12.6,0,5.2,62.9,5,2020,3,0,0,1.1,0
29.72,19.33,55.31,34.61,14.2,0,4.6,59.2,5,2020,3,0,0,0.32,0
28.28,18.33,55.87,32.83,16.1,0,5.8,51.9,5,2020,3,0,0,-1.12,0
32.44,16.33,38.12,33.5,9.3,0,6.2,38.5,5,2020,3,0,0,3.04,0
26.5,19.94,67.44,29.56,9.3,0,5,33.4,5,2020,3,0,0,-2.9,0
32,18.17,44.82,36.72,16.1,0,4.4,39.2,5,2020,3,0,1,2.6,0
30.94,19.94,54.61,36.28,9.3,0,5.1,50.9,5,2020,3,0,1,1.54,0
33.89,16,34.3,35.5,4.8,0,3.8,74,5,2020,3,0,1,4.49,0
29.72,19.28,54.39,33.56,7.1,0,5,37.9,5,2020,3,0,0,0.32,0
33.28,18.83,43.01,36.61,11.1,0,4.6,56.6,5,2020,3,0,1,3.88,0
28.39,20.61,64.76,36.72,13.9,1.37,4.9,46.6,5,2020,3,0,1,-1.01,0
29.11,21.72,65.13,36.78,8.2,0,5,15.2,5,2020,3,0,1,-0.29,0
30.94,20.33,53.32,36,4.8,0,4.1,57.4,5,2020,3,0,1,1.54,0
25.5,21.56,79.04,29.11,8.2,0,5,39.6,5,2020,3,0,0,-3.9,0
30.94,20.28,53.54,34.94,9.2,0,5.3,44.1,5,2020,3,0,0,1.54,0
28.61,21.83,68.03,35.28,9.3,0.01,4.5,50.5,5,2020,3,0,1,-0.79,0
24.61,20.39,78.29,28.33,9.2,0.7,3.1,70.3,5,2020,3,0,0,-4.79,0
25.67,21.94,80.63,30.06,8.3,0,4,60.3,5,2020,3,0,0,-3.73,0
31.39,20.94,54.46,36.83,7,0,6.2,51.9,5,2020,3,0,1,1.99,0
28.94,21.56,65.23,36.56,9.2,0.51,4.7,54.5,5,2020,3,0,1,-0.46,0
25.67,21.06,76.44,31.89,5.8,0.01,4.4,66.5,5,2020,3,0,0,-3.73,0
29.94,18.78,51.22,33.61,3.3,0,5.6,50,5,2020,3,0,0,0.54,0
25.72,21.61,77.92,29.5,0.3,0,3.1,69.8,5,2020,3,0,0,-3.68,0
30.78,21,56.54,35.28,4.9,0,5.1,53.9,5,2020,3,0,1,1.38,0
28.56,21.33,65.48,34.33,9.2,0,5,52.5,6,2020,3,0,0,1.4,0
28,22,71.68,30.56,6,0,2.2,69.9,6,2020,3,0,0,0.84,0
25.11,20.5,75.84,26.09,2.6,0,5,66.8,6,2020,3,0,0,-2.05,0
28.06,20.89,64.97,31.83,9.3,0,5.4,56.8,6,2020,3,0,0,0.9,0
27.39,20.06,64.68,31.22,15.1,0,6.1,66.6,6,2020,3,0,0,0.23,0
27.11,20.56,67.66,31.17,13,0,5.3,61.5,6,2020,3,0,0,-0.05,0
29.22,20.61,59.82,32.39,10.4,0,5.6,64.9,6,2020,3,0,0,2.06,0
25.17,20.78,77.16,26.18,10.3,0,5.6,44.9,6,2020,3,0,0,-1.99,0
29.33,19.44,55.64,32.39,11.6,0,6.2,52.3,6,2020,3,0,0,2.17,0
27.33,19.72,64.19,31.22,11.5,0,5.1,55.1,6,2020,3,0,0,0.17,0
28.56,20.33,61.3,32.44,0.4,0,5.6,45.8,6,2020,3,0,0,1.4,0
24.72,21,79.96,25.42,12.8,0,4.3,65.3,6,2020,3,0,0,-2.44,0
28.94,19.67,57.57,31.22,10.3,0,4.8,61.6,6,2020,3,0,0,1.78,0
29.5,18.61,53.64,33.28,10.3,0,5.4,48.6,6,2020,3,0,0,2.34,0
27.11,20.11,66.14,31.78,8.3,0,5.6,57.5,6,2020,3,0,0,-0.05,0
29.67,20,56.24,33.56,11.3,0,6.2,63.3,6,2020,3,0,0,2.51,0
24.17,19.94,77.26,24.75,10.6,0,5,69.8,6,2020,3,0,0,-2.99,0
28.33,20,60.85,31.72,9.3,0.04,5,63.8,6,2020,3,0,0,1.17,0
26,19.44,67.99,30.61,13.1,0,4,68.8,6,2020,3,0,0,-1.16,0
27.39,19.78,63.26,29.56,10.6,0.02,3.1,65.2,6,2020,3,0,0,0.23,0
23.44,18.78,75.58,24.03,15,0,3.1,74.6,6,2020,3,0,0,-3.72,0
26.89,18.61,60.65,29.17,20.9,0,5.3,69.7,6,2020,3,0,0,-0.27,0
25.89,20.44,72.61,31.22,14,0.08,4.9,56.9,6,2020,3,0,0,-1.27,0
26.11,21.06,74.52,31.28,20.8,0,4.2,62,6,2020,3,0,0,-1.05,0
28.17,19.22,58.57,31.22,20.9,0,5.6,57.5,6,2020,3,0,0,1.01,0
24.83,20.17,75.78,25.69,14,0,5.6,64.9,6,2020,3,0,0,-2.33,0
28.11,19.94,61.26,31.22,16.3,0,5.5,63.4,6,2020,3,0,0,0.95,0
27.22,20.89,68.99,30.67,16.3,0.08,3.9,68,6,2020,3,0,0,0.06,0
27.56,20.61,65.97,30.06,10.6,0,5.5,70.3,6,2020,3,0,0,0.4,0
24.11,20.28,79.35,24.56,14,0,3.1,74.8,6,2020,3,0,0,-3.05,0
26.56,20.28,68.54,29.56,16.2,0,4.6,72.5,6,2020,3,0,0,-0.6,0
25.56,20.17,72.47,29.5,16.3,0,4.7,75.5,6,2020,3,0,0,-1.6,0
26.39,20.39,70.53,31.28,15,0,5,62.1,6,2020,3,0,0,-0.77,0
29.72,19.5,54.56,32.83,13.9,0,5.6,50.4,6,2020,3,0,0,2.56,0
24.56,20.78,79.73,25.18,11.6,0,5,64.8,6,2020,3,0,0,-2.6,0
28.78,19.39,57.23,31.78,14.1,0,5.4,62.4,6,2020,3,0,0,1.62,0
26.5,20.11,68.74,30.22,13.9,0,4.7,65,6,2020,3,0,0,-0.66,0
27.94,19.78,61.34,30.72,9.3,0,5,69.9,6,2020,3,0,0,0.78,0
